"","Label","Type","00- Reference model","01- 2015 M values","02- Lorenzen_M","03- Est M","04- Fix gr parms, est M","05- Fix gr parms","06- Est Lmin","07- Est growth CVs","08- Bio maturity","09- Fxn Mat Logistic","10- Fec=Wt","11- No rec devs","12- Est all rec devs","13- Sel all logistic"
"149",NA,"InitF_seas_1_flt_3Ocean",1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
"150",NA,"InitF_seas_1_flt_4Shore",1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
"151",NA,"LnQ_base_Non-Trawl_wdis(2)",-5.68434,-5.72118,-5.62672,-5.64861,-5.7209,-5.63226,-5.54601,-5.6844,-5.67648,-5.6831,-5.68106,-5.48578,-5.81444,-5.77505
"152",NA,"Q_extraSD_Non-Trawl_wdis(2)",0.0315113,0.0322206,0.031511,0.0472796,0.0326433,0.0304222,0.0292418,0.0315111,0.0306934,0.0313966,0.0311182,0.109278,0.0245124,0.0281508
"153",NA,"LnQ_base_Ocean(3)",-9.14607,-9.18335,-9.08884,-9.1184,-9.17869,-9.09334,-9.00797,-9.14614,-9.1376,-9.14475,-9.1425,-8.97348,-9.2691,-9.41001
"154",NA,"Q_extraSD_Ocean(3)",0.210671,0.209006,0.211442,0.187274,0.209234,0.212429,0.214268,0.210683,0.212347,0.210901,0.211482,0.142533,0.231134,0.214571
"155",NA,"LnQ_base_MPA(5)",-7.22195,-7.25883,-7.16083,-7.18297,-7.25328,-7.16874,-7.07993,-7.22202,-7.2147,-7.22079,-7.21897,-6.97207,-7.36174,-7.04006
"156",NA,"Q_extraSD_MPA(5)",0.147167,0.147996,0.145649,0.132306,0.146299,0.147607,0.147153,0.147162,0.147405,0.147195,0.147282,0.0777832,0.15496,0.148082
"157",NA,"LnQ_base_Acoustic_Visual(6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",NA,"Q_extraSD_Acoustic_Visual(6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",NA,"LnQ_base_Tag(7)",-1.00038,-1.02677,-0.97527,-0.932183,-1.04718,-0.957401,-0.887436,-1.00043,-0.993172,-0.999248,-0.997367,-0.891093,-1.10944,-0.837489
"160",NA,"Q_extraSD_Tag(7)",0.096241,0.0965726,0.0942399,0.0972088,0.0956038,0.0960728,0.0946148,0.0962432,0.0966989,0.0963021,0.0964761,0.130735,0.101724,0.0923213
"161",NA,"LnQ_base_MRFSS(8)",-7.68078,-7.70998,-7.63149,-7.7444,-7.70842,-7.64204,-7.587,-7.68081,-7.65687,-7.67755,-7.66994,-7.7237,-7.35266,-8.00136
"162",NA,"Q_extraSD_MRFSS(8)",0.319467,0.311423,0.32643,0.330516,0.311575,0.330767,0.345456,0.319471,0.312191,0.318649,0.315919,0.244261,0.0584978,0.325701
"163",NA,"Size_DblN_peak_Trawl_wdis(1)",53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,57.0078
"164",NA,"Size_DblN_top_logit_Trawl_wdis(1)",0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0
"165",NA,"Size_DblN_ascend_se_Trawl_wdis(1)",3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,-0.61622
"166",NA,"Size_DblN_descend_se_Trawl_wdis(1)",-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9
"167",NA,"Size_DblN_start_logit_Trawl_wdis(1)",-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
"168",NA,"Size_DblN_end_logit_Trawl_wdis(1)",11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,10
"169",NA,"Size_DblN_peak_Non-Trawl_wdis(2)",43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,36.2388
"170",NA,"Size_DblN_top_logit_Non-Trawl_wdis(2)",-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,0
"171",NA,"Size_DblN_ascend_se_Non-Trawl_wdis(2)",4,4,4,4,4,4,4,4,4,4,4,4,4,0.0066395
"172",NA,"Size_DblN_descend_se_Non-Trawl_wdis(2)",1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,-9
"173",NA,"Size_DblN_start_logit_Non-Trawl_wdis(2)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-10
"174",NA,"Size_DblN_end_logit_Non-Trawl_wdis(2)",-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,10
"175",NA,"Size_DblN_peak_Ocean(3)",42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,31.0002
"176",NA,"Size_DblN_top_logit_Ocean(3)",-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,0
"177",NA,"Size_DblN_ascend_se_Ocean(3)",4,4,4,4,4,4,4,4,4,4,4,4,4,-0.637102
"178",NA,"Size_DblN_descend_se_Ocean(3)",2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,-9
"179",NA,"Size_DblN_start_logit_Ocean(3)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-10
"180",NA,"Size_DblN_end_logit_Ocean(3)",-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,10
"181",NA,"Size_DblN_peak_Shore(4)",22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,33.0162
"182",NA,"Size_DblN_top_logit_Shore(4)",4,4,4,4,4,4,4,4,4,4,4,4,4,0
"183",NA,"Size_DblN_ascend_se_Shore(4)",3,3,3,3,3,3,3,3,3,3,3,3,3,-0.559693
"184",NA,"Size_DblN_descend_se_Shore(4)",0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,-9
"185",NA,"Size_DblN_start_logit_Shore(4)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-10
"186",NA,"Size_DblN_end_logit_Shore(4)",4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,10
"187",NA,"Size_DblN_peak_MPA(5)",43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639
"188",NA,"Size_DblN_top_logit_MPA(5)",-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12
"189",NA,"Size_DblN_ascend_se_MPA(5)",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"190",NA,"Size_DblN_descend_se_MPA(5)",0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662
"191",NA,"Size_DblN_start_logit_MPA(5)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"192",NA,"Size_DblN_end_logit_MPA(5)",-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999
"193",NA,"Size_DblN_peak_Acoustic_Visual(6)",25,25,25,25,25,25,25,25,25,25,25,25,25,25
"194",NA,"Size_DblN_top_logit_Acoustic_Visual(6)",3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947
"195",NA,"Size_DblN_ascend_se_Acoustic_Visual(6)",3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539
"196",NA,"Size_DblN_descend_se_Acoustic_Visual(6)",-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034
"197",NA,"Size_DblN_start_logit_Acoustic_Visual(6)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"198",NA,"Size_DblN_end_logit_Acoustic_Visual(6)",11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513
"199",NA,"Size_inflection_Tag(7)",32,32,32,32,32,32,32,32,32,32,32,32,32,32
"200",NA,"Size_95%width_Tag(7)",1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
"201",NA,"SizeSel_P1_MRFSS(8)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"202",NA,"SizeSel_P2_MRFSS(8)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"203",NA,"NatM_break_1_Fem_GP_1",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,"NatM_break_2_Fem_GP_1",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,"NatM_break_1_Mal_GP_1",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,"NatM_break_2_Mal_GP_1",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,"NatM_Lorenzen_Fem_GP_1",NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,"NatM_Lorenzen_Mal_GP_1",NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,"Main_RecrDev_1892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0322887,NA
"210",NA,"Main_RecrDev_1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0322936,NA
"211",NA,"Main_RecrDev_1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0322991,NA
"212",NA,"Main_RecrDev_1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323054,NA
"213",NA,"Main_RecrDev_1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323124,NA
"214",NA,"Main_RecrDev_1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323204,NA
"215",NA,"Main_RecrDev_1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323294,NA
"216",NA,"Main_RecrDev_1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323395,NA
"217",NA,"Main_RecrDev_1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323509,NA
"218",NA,"Main_RecrDev_1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323639,NA
"219",NA,"Main_RecrDev_1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323784,NA
"220",NA,"Main_RecrDev_1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0323949,NA
"221",NA,"Main_RecrDev_1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0324135,NA
"222",NA,"Main_RecrDev_1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0324344,NA
"223",NA,"Main_RecrDev_1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0324581,NA
"224",NA,"Main_RecrDev_1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0324848,NA
"225",NA,"Main_RecrDev_1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032515,NA
"226",NA,"Main_RecrDev_1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0325491,NA
"227",NA,"Main_RecrDev_1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0325876,NA
"228",NA,"Main_RecrDev_1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032631,NA
"229",NA,"Main_RecrDev_1912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03268,NA
"230",NA,"Main_RecrDev_1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0327353,NA
"231",NA,"Main_RecrDev_1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0327978,NA
"232",NA,"Main_RecrDev_1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0328682,NA
"233",NA,"Main_RecrDev_1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0329478,NA
"234",NA,"Main_RecrDev_1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0330375,NA
"235",NA,"Main_RecrDev_1918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0331388,NA
"236",NA,"Main_RecrDev_1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0332531,NA
"237",NA,"Main_RecrDev_1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033382,NA
"238",NA,"Main_RecrDev_1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0335275,NA
"239",NA,"Main_RecrDev_1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0336916,NA
"240",NA,"Main_RecrDev_1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0338766,NA
"241",NA,"Main_RecrDev_1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0340853,NA
"242",NA,"Main_RecrDev_1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0343207,NA
"243",NA,"Main_RecrDev_1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.034586,NA
"244",NA,"Main_RecrDev_1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0348849,NA
"245",NA,"Main_RecrDev_1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0352218,NA
"246",NA,"Main_RecrDev_1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0356012,NA
"247",NA,"Main_RecrDev_1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.036028,NA
"248",NA,"Main_RecrDev_1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0365082,NA
"249",NA,"Main_RecrDev_1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0370485,NA
"250",NA,"Main_RecrDev_1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0376564,NA
"251",NA,"Main_RecrDev_1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03834,NA
"252",NA,"Main_RecrDev_1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0391088,NA
"253",NA,"Main_RecrDev_1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0399721,NA
"254",NA,"Main_RecrDev_1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0409391,NA
"255",NA,"Main_RecrDev_1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0420203,NA
"256",NA,"Main_RecrDev_1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0432281,NA
"257",NA,"Main_RecrDev_1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0445775,NA
"258",NA,"Main_RecrDev_1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0460891,NA
"259",NA,"Main_RecrDev_1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0477846,NA
"260",NA,"Main_RecrDev_1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0496861,NA
"261",NA,"Main_RecrDev_1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0518102,NA
"262",NA,"Main_RecrDev_1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0541747,NA
"263",NA,"Main_RecrDev_1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0568029,NA
"264",NA,"Main_RecrDev_1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0597709,NA
"265",NA,"Main_RecrDev_1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0631367,NA
"266",NA,"Main_RecrDev_1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0669244,NA
"267",NA,"Main_RecrDev_1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0711943,NA
"268",NA,"Main_RecrDev_1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0759633,NA
"269",NA,"Main_RecrDev_1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0813802,NA
"270",NA,"Main_RecrDev_1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0872903,NA
"271",NA,"Main_RecrDev_1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0939321,NA
"272",NA,"Main_RecrDev_1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.101481,NA
"273",NA,"Main_RecrDev_1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110033,NA
"274",NA,"Main_RecrDev_1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.119613,NA
"275",NA,"Main_RecrDev_1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.130201,NA
"276",NA,"Main_RecrDev_1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.141705,NA
"277",NA,"Main_RecrDev_1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.153691,NA
"278",NA,"Main_RecrDev_1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158752,NA
"279",NA,"Main_RecrDev_1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.154561,NA
"280",NA,"Main_RecrDev_1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.169416,NA
"281",NA,"Main_RecrDev_1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.145446,NA
"282",NA,"Main_RecrDev_1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18637,NA
"283",NA,"Main_RecrDev_1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.255178,NA
"284",NA,"Main_RecrDev_1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.293173,NA
"285",NA,"Main_RecrDev_1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.322561,NA
"286",NA,"Main_RecrDev_1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.347289,NA
"287",NA,"Main_RecrDev_1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351433,NA
"288",NA,"Main_RecrDev_1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.392157,NA
"289",NA,"Main_RecrDev_1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.461808,NA
"290",NA,"Main_RecrDev_1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.430067,NA
"291",NA,"Main_RecrDev_1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.523447,NA
"292",NA,"Main_RecrDev_1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47263,NA
"293",NA,"Main_RecrDev_1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.337084,NA
"294",NA,"Main_RecrDev_1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256485,NA
"295",NA,"Main_RecrDev_1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.232659,NA
"296",NA,"Main_RecrDev_1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.420234,NA
"297","Derived quantities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",NA,"SB0",1490.34,1626.79,1124.44,438.247,780.992,1470.05,1416.29,1490.39,1906.8,1612.75,2610.43,1337.3,1364.73,1403.91
"299",NA,"SSB_2023",674.102,770.409,478.925,214.065,405.576,639.698,582.216,674.173,930.556,734.311,1242.11,460.676,818.965,542.258
"300",NA,"Bratio_2023",0.452314,0.473578,0.425921,0.488458,0.519309,0.435154,0.411086,0.452346,0.488021,0.455317,0.475826,0.344484,0.600091,0.386249
"301",NA,"MSY_SPR",422.429,436.447,404.568,440.213,467.585,413.688,399.078,422.441,457.432,425.692,439.902,376.47,385.235,389.027
"302",NA,"F_SPR",0.0654958,0.0678385,0.0591227,0.0831123,0.0766523,0.0652749,0.0641116,0.0654958,0.0768596,0.0665623,0.0708652,0.0653554,0.0655392,0.0642342
